name	count
Urban	20058
Boucher	20050
Fontenot	20035
Washburn	20030
Farr	20011
Melvin	20008
Cullen	20000
Hu	19999
Mccollum	19990
Betts	19983
Coyle	19931
Trotter	19927
Wilhelm	19913
Blount	19878
Murdock	19873
Street	19866
Lockwood	19865
Hinson	19857
Rudolph	19854
Waiters	19853
Sepulveda	19851
Duvall	19844
Smiley	19829
Casas	19777
Doan	19760
Mcqueen	19760
Langston	19742
Sheffield	19738
Tackett	19737
Locklear	19716
Linares	19688
Polanco	19688
Marroquin	19661
Connors	19637
Trent	19630
Carmichael	19628
Toth	19606
Rushing	19604
Cody	19600
Gamboa	19577
Brewster	19564
Shipley	19563
Mena	19522
Prieto	19520
Gifford	19514
Oliva	19513
Layton	19504
Gaston	19502
Goodrich	19487
Prater	19484
Burger	19480
Toledo	19474
Lovett	19471
Gipson	19470
Arce	19464
Wiseman	19439
Dobson	19419
Ledbetter	19417
Arteaga	19410
Penn	19409
Jiang	19409
Whitman	19399
Burkett	19369
Koehler	19368
Christiansen	19340
Sheldon	19339
Pritchett	19334
Paulson	19331
Eddy	19321
Rock	19313
Roland	19311
Aranda	19298
Mccracken	19287
Hyatt	19280
Hanley	19240
Arriaga	19236
Engle	19226
Story	19218
Valentin	19211
Yost	19210
Langford	19208
Herndon	19183
Napier	19182
Lai	19157
Reeder	19155
Mcneill	19152
Levin	19144
Landers	19144
Mims	19139
Brand	19135
Delossantos	19131
Vallejo	19117
Lima	19109
Cronin	19078
Muhammad	19076
Fitch	19060
Gupta	19057
Oliveira	19055
Mccain	19032
Medeiros	19031
Kraus	19028
Stacy	19010
Pettit	19004
Bateman	19001
Pulido	18942
Roche	18940
Tobin	18932
Zaragoza	18908
Isaac	18903
Spaulding	18902
Keys	18899
Sylvester	18896
Nowak	18891
Weir	18881
Darling	18879
Barrientos	18877
Ogden	18860
Mcclendon	18857
Araujo	18856
Sumner	18838
Saavedra	18834
Gillis	18834
Landis	18826
Caudill	18822
Jacobsen	18820
Overton	18820
Diehl	18815
Alarcon	18805
Hedrick	18804
Toney	18787
Cheung	18765
Darby	18757
Thorne	18738
Mansfield	18725
Kyle	18721
Dietz	18720
Smallwood	18717
Adair	18708
Gold	18698
Laird	18696
Lacey	18691
Christie	18681
Pack	18678
Vidal	18677
Kiser	18674
Peoples	18672
Waite	18664
Beyer	18641
Desai	18638
Banuelos	18636
Spangler	18622
Mondragon	18620
Fair	18609
Rizzo	18605
Sands	18584
Queen	18557
Ledford	18532
Allred	18526
Bledsoe	18510
Rhoades	18508
Ricks	18506
Spicer	18501
Ordonez	18498
Chavarria	18492
Bryson	18486
Hutton	18479
Dobbs	18476
Lay	18468
Abel	18464
Keen	18459
Woody	18434
Luke	18425
Mchugh	18422
Negron	18413
Cope	18410
Triplett	18408
Hathaway	18401
Salcedo	18387
Presley	18384
Ernst	18361
Haywood	18360
Putnam	18340
Najera	18340
Stapleton	18332
Batista	18323
Wilkes	18314
Lopes	18310
Richey	18296
Oh	18285
Keyes	18252
Dill	18215
Humphries	18201
Youngblood	18197
Capps	18194
Cates	18190
Covarrubias	18189
Addison	18169
Ha	18156
Mcrae	18156
Cao	18138
Dickens	18123
Judd	18110
Barbosa	18106
Hawley	18100
Rahman	18097
Crenshaw	18096
Lackey	18082
Varner	18081
Staley	18080
Kowalski	18077
Kincaid	18075
Moya	18071
Vogt	18061
Kimble	18040
Barraza	18030
Hay	18029
Platt	18022
Fernandes	18018
Abreu	17998
Doty	17965
Crum	17944
Yi	17934
Corley	17931
Flaherty	17926
Drummond	17922
Bernstein	17916
Darnell	17915
Hwang	17900
Fong	17889
Mccord	17875
Akins	17868
Bergman	17846
Delong	17844
Moreland	17832
Lorenzo	17825
Longoria	17818
Pelletier	17808
Sneed	17804
Skaggs	17778
Alcala	17758
Munson	17745
Eason	17714
Keene	17711
Paris	17707
Shearer	17707
Cerda	17703
Lo	17687
Marcus	17671
Crain	17650
Cagle	17647
Bauman	17641
Friend	17635
Crespo	17629
Calvert	17619
Corcoran	17607
Cornejo	17591
Omalley	17588
Albrecht	17581
Mallory	17578
Cavanaugh	17577
Jaimes	17573
Culver	17566
Hope	17562
Begay	17553
Argueta	17540
Granger	17539
Grover	17534
Michaels	17528
Champion	17527
Whittington	17517
Aldrich	17509
Heredia	17506
Denny	17503
Fagan	17501
Waldron	17501
Oakes	17499
Hanks	17498
Grossman	17484
Neumann	17484
Ashby	17482
Vernon	17480
Crowell	17467
Blum	17458
Jeffers	17455
Mccormack	17449
Mai	17445
Dumas	17442
Kenny	17429
Ceja	17423
Okeefe	17414
Shultz	17395
Cormier	17377
Bain	17371
Madsen	17364
Cavazos	17361
Burrows	17355
Busch	17354
Burroughs	17336
Schuster	17325
Bagley	17324
Montero	17314
Stringer	17300
Whitt	17293
Stallings	17269
Eckert	17269
Mcgovern	17257
Boykin	17255
Saldivar	17250
Woodson	17242
Oakley	17238
Currie	17234
Whittaker	17234
Huddleston	17231
Hoff	17223
Staples	17217
Mireles	17186
Mohr	17180
Ambrose	17178
Bellamy	17167
Mclain	17152
Greco	17150
Zimmer	17146
Moseley	17130
Quigley	17121
Atwood	17112
Brunson	17099
Coon	17097
Mott	17092
Zambrano	17092
Dinh	17081
Hirsch	17072
Keating	17060
Chow	17059
Dutton	17057
Ferrer	17057
Flood	17053
Hooks	17053
Read	17048
Hobson	17043
Bustos	17040
Benedict	17036
Vandyke	17030
Troyer	16981
Ham	16980
Prescott	16975
Shaver	16972
Hoffmann	16966
Lunsford	16962
Grayson	16946
Finney	16939
Bueno	16936
Cottrell	16930
Whitlock	16927
Bello	16915
Frias	16911
Knutson	16910
Hussain	16909
Hsu	16907
Comer	16893
Hawk	16884
Hamlin	16871
Ransom	16871
Schwab	16870
Gauthier	16852
Haskins	16842
Stovall	16827
Rooney	16823
Coe	16819
Corral	16808
Barrow	16801
Torrez	16795
Dupree	16794
Eastman	16791
Crandall	16781
Nunn	16769
Light	16769
Almeida	16760
Hawthorne	16758
Pendleton	16751
Naylor	16745
Gerber	16732
Schrader	16727
Burnette	16717
Maguire	16713
Doran	16704
Calloway	16689
Bartley	16689
Kohler	16686
Purvis	16686
Acuna	16683
Ulrich	16668
Chau	16667
German	16661
Schulte	16658
Conroy	16651
Hooker	16646
Thayer	16625
Gage	16614
Nevarez	16607
Jansen	16596
Alaniz	16596
Mcnair	16595
Honeycutt	16587
Baer	16587
Rosenthal	16583
Pickens	16577
Balderas	16576
Giordano	16569
Pappas	16559
Henning	16557
Malloy	16546
Schilling	16546
Duff	16536
Carrera	16533
Burkhart	16526
Adamson	16515
Arnett	16499
Reagan	16491
Anguiano	16479
Lincoln	16477
Tamayo	16474
Perdue	16464
Easley	16459
Hogue	16457
Orourke	16457
Rincon	16455
Abernathy	16450
Altman	16448
Huston	16435
Foote	16425
Ennis	16419
Whiting	16418
Chadwick	16415
Adler	16412
Barney	16404
Ontiveros	16382
Ring	16381
Rider	16352
Joiner	16349
Goldsmith	16346
Baum	16334
Ruffin	16324
Laughlin	16323
Rader	16320
Baron	16308
Trimble	16306
Hare	16304
Russ	16300
Ahmad	16291
Parr	16286
Montanez	16281
Aaron	16276
Clinton	16263
Woodall	16260
Marcum	16246
Dowling	16238
Stoner	16204
Mattson	16203
Means	16203
London	16195
Adame	16193
Bynum	16166
Farias	16153
Brannon	16136
Cazares	16134
Brenner	16114
Ladd	16112
Willoughby	16111
Kinsey	16102
Dozier	16091
Hairston	16090
Holguin	16090
Shook	16070
Faust	16066
Deluca	16066
Lyles	16062
Dias	16044
Felton	16044
Mcnally	16039
Schreiber	16034
Earl	16027
Berman	16025
Schaeffer	16024
Cheek	16020
Fenton	16017
Sams	16014
Saylor	16010
Robledo	16001
Espino	15997
Hauser	15981
Cleary	15980
Nugent	15977
Boudreaux	15976
Nickerson	15970
Sorenson	15962
Rowell	15952
Coats	15943
Yoon	15936
Mast	15932
Espinal	15924
Ibrahim	15915
Dietrich	15904
Bruner	15898
Valdivia	15895
Jernigan	15889
Schwarz	15884
Gale	15866
Chapa	15865
Prather	15860
Seals	15858
Wetzel	15849
Mock	15847
Parham	15846
Stjohn	15843
Hutson	15835
Aponte	15828
Jolly	15827
Stauffer	15821
Goodson	15820
Boston	15814
Scruggs	15808
Stoltzfus	15786
Giron	15786
Mccloud	15783
Titus	15780
Burnham	15775
Grubbs	15773
Redding	15767
Tilley	15758
Royal	15755
Busby	15754
Hillman	15738
Cornett	15733
Burr	15703
Luu	15702
Mosher	15672
Coley	15671
Hayward	15665
Naranjo	15658
Henriquez	15657
Skelton	15624
Cutler	15621
Vergara	15618
Mcgregor	15614
Kerns	15614
Goddard	15599
Lombardo	15598
Brunner	15593
Rowley	15588
Shipman	15581
Corey	15569
Craven	15567
Talbot	15562
Anders	15554
Reaves	15550
Hough	15549
Iverson	15539
Monahan	15533
Beavers	15531
Julian	15520
Ceballos	15515
Leary	15505
Burk	15500
Borden	15500
Nagy	15497
Chatman	15473
Dow	15472
Carlos	15462
Antonio	15461
Mckinnon	15450
Tabor	15445
Tinsley	15442
Driver	15442
Dawkins	15431
Sauer	15430
Elizondo	15419
Vann	15416
Wray	15405
Trinh	15392
Ruff	15383
Sousa	15377
Mahan	15375
Leone	15364
He	15363
Bartholomew	15339
Hinds	15337
Call	15324
Dowell	15320
Kellogg	15317
Horvath	15302
Whitmore	15296
Bianco	15278
Jack	15256
Pantoja	15249
Negrete	15245
Hearn	15234
Thurston	15234
Watt	15211
Roque	15203
Pyle	15180
Kitchen	15170
Guillory	15161
Chong	15146
Lemon	15140
Kearns	15136
Mohammed	15132
Purdy	15126
Lentz	15126
Falcon	15125
Flint	15123
Delgadillo	15123
Wagoner	15118
Fajardo	15100
Briones	15098
Conn	15089
Her	15089
Armenta	15078
Dobbins	15076
Chester	15066
Banda	15055
Urbina	15055
Mattingly	15050
Beckman	15045
Solorzano	15045
Ruth	15012
Starkey	15004
Lind	14990
Waggoner	14983
Gannon	14981
Meek	14970
Puente	14966
Bail	14957
Isaacs	14951
Brower	14950
Yazzie	14949
Strange	14948
Boles	14946
Mares	14931
Wilburn	14928
Malik	14925
Priest	14915
Michaud	14910
Tejada	14903
Irving	14896
Farrar	14892
Power	14890
Gentile	14873
Dent	14873
Douglass	14862
Lundy	14850
Fay	14849
Beebe	14847
Chavis	14844
Rea	14819
Griffiths	14805
Ireland	14800
Marion	14777
Lira	14758
Schuler	14745
Unger	14738
Mojica	14737
Rudd	14732
Demarco	14731
Hummel	14715
Almanza	14708
Merchant	14692
Monroy	14673
Grubb	14673
Harman	14658
Durbin	14650
Gaytan	14647
Baumann	14644
Salter	14641
Silverman	14636
Meehan	14630
Dennison	14629
Knott	14622
Perales	14593
Francois	14593
Mulligan	14590
Stclair	14590
Bliss	14588
Wakefield	14587
Kahn	14584
Barth	14579
Parnell	14560
Dove	14560
Noriega	14559
Cloud	14555
Stearns	14554
Nagel	14545
Weldon	14538
Handy	14537
Lorenz	14528
Crook	14526
Loomis	14518
Laws	14511
Salmon	14511
Centeno	14510
Roark	14509
Hostetler	14505
Herrington	14498
Higginbotham	14489
Carnes	14487
Tobias	14482
Soria	14477
Limon	14472
Diggs	14467
Parish	14466
Luong	14464
Resendiz	14457
Kelsey	14456
Echols	14456
Worthington	14452
Barbour	14451
Coles	14449
Fournier	14449
Starnes	14442
Randle	14437
Reardon	14435
Coughlin	14434
Vick	14421
Jacques	14417
Heim	14414
Staton	14413
Garay	14393
Lawler	14387
Bowser	14383
Harms	14377
Fierro	14371
Pederson	14370
Collazo	14369
Mcmahan	14368
Hershberger	14357
Linton	14354
Ogle	14354
Mehta	14342
Mayberry	14326
Barger	14324
Alley	14323
Oswald	14322
Stoddard	14317
Mcdonnell	14309
Shelley	14300
Newcomb	14292
Blackman	14278
Augustine	14268
Mark	14265
Creech	14264
Stump	14257
Chance	14256
Tejeda	14240
Clemens	14231
Baughman	14230
Ryder	14228
Lombardi	14227
Weiner	14208
Mota	14182
Villasenor	14180
Breen	14170
Gant	14167
Kong	14165
Way	14157
Kaminski	14152
Vanhorn	14151
Lockett	14140
Elam	14138
Maier	14135
Gruber	14131
Angeles	14128
Trahan	14114
Irizarry	14114
Rapp	14107
Foss	14094
Mcclelland	14092
Kilpatrick	14087
Daigle	14084
Burdick	14081
Weathers	14073
Gavin	14061
Winslow	14056
Whitten	14054
Deaton	14052
Seay	14046
Squires	14045
Estep	14037
Arndt	14031
Satterfield	14023
Early	14014
Moua	14013
Heck	13995
Fairchild	13993
Rowan	13993
Ouellette	13984
Beam	13972
High	13961
Sebastian	13934
Donohue	13919
Moeller	13915
Luther	13906
Lofton	13900
Kruger	13898
Myles	13898
Humphreys	13895
Renner	13889
Alves	13882
Forrester	13878
Coy	13875
Dykes	13874
Branham	13872
Grier	13868
Pfeiffer	13851
Whipple	13850
Thibodeaux	13850
Strauss	13840
Braswell	13838
Heaton	13834
Linder	13830
Hills	13829
Hamby	13823
Callaway	13819
Ellsworth	13813
Mathew	13808
Lovelace	13787
Valles	13777
Weller	13774
Upton	13769
Andrew	13764
Estrella	13758
Tharp	13757
Parrott	13753
Christy	13750
Singletary	13749
Mateo	13746
Gunderson	13742
Coburn	13741
Minton	13737
Duenas	13736
Mackenzie	13733
Briscoe	13728
Lawton	13713
Sarmiento	13710
Brinkley	13695
Keener	13687
Askew	13683
Storey	13669
Ferrara	13669
Chastain	13655
Harp	13646
Manzo	13635
Sherrill	13631
Medley	13630
Hacker	13625
Bonds	13620
Pruett	13618
Mccartney	13615
Hitchcock	13608
Tierney	13608
Braden	13603
Devries	13600
Crouse	13598
Dowd	13590
Suggs	13585
Pickering	13582
Adam	13574
Cheney	13573
Mesa	13566
Yancey	13566
Morrissey	13564
Weinstein	13563
Jarrell	13562
Rector	13559
Loyd	13547
Solorio	13537
Garvin	13536
Jaime	13532
Stamper	13528
Ivy	13524
Edmondson	13524
Pool	13505
Bearden	13499
Roldan	13498
Hemphill	13495
Emmons	13493
Mcnulty	13483
Newberry	13482
Valerio	13482
Trinidad	13474
Dowdy	13468
Guajardo	13438
Hook	13437
Aparicio	13437
Scherer	13421
Darden	13414
Joy	13413
Tirado	13410
Robb	13402
Templeton	13396
Rinehart	13392
Goetz	13390
Rhoads	13389
Bock	13382
Slack	13377
Carrier	13377
William	13373
Asher	13371
Shell	13369
Layne	13367
Gilliland	13351
Alba	13347
Shank	13343
Traylor	13341
Holm	13341
Tam	13327
Bales	13326
Bourgeois	13325
Carrington	13320
Jasso	13318
Ko	13312
Stockton	13306
Graf	13301
Noonan	13286
Spear	13284
Pressley	13281
Felder	13257
Jameson	13255
Wahl	13253
Archuleta	13248
Nesbitt	13248
Seaman	13237
Myrick	13236
Kwon	13235
Byler	13230
Herrmann	13226
Yoo	13225
Vitale	13220
Loera	13218
Parson	13209
Marlow	13205
Jeter	13198
Tong	13196
Lyle	13192
Scales	13190
Segovia	13182
Burleson	13176
Chiu	13174
Witherspoon	13171
Barfield	13165
Fabian	13161
Bouchard	13154
Chun	13141
Markham	13137
Zeigler	13135
Ulloa	13133
Leavitt	13133
Ely	13130
Martino	13128
Lance	13122
Dubose	13120
Redd	13119
Pringle	13115
Padron	13114
Damico	13109
Condon	13109
Wiles	13105
Garibay	13088
Culp	13081
Santillan	13081
Westfall	13079
Willey	13067
Lassiter	13066
Willett	13065
Graff	13058
Bachman	13057
Barkley	13051
Blank	13050
Croft	13047
Baltazar	13045
Salisbury	13038
Easter	13036
Burden	13028
Redman	13028
Salvador	13021
Schell	13016
Devlin	13014
Woo	13003
Steen	12989
Leggett	12977
Girard	12975
Su	12973
Gann	12972
Lytle	12970
Nobles	12965
Bolin	12962
Fuchs	12958
Radford	12956
Foy	12952
Epstein	12952
Lipscomb	12948
Carreon	12941
Pease	12937
Regalado	12931
Oldham	12928
Belanger	12922
Alcantar	12919
Looney	12910
Kenyon	12891
Reich	12891
Epperson	12884
Aguayo	12876
Beaty	12869
Ricketts	12862
Cheatham	12852
Lusk	12847
Mabry	12846
Millard	12843
Shen	12839
Thrasher	12836
Danielson	12833
Ebert	12830
Tubbs	12828
Gilchrist	12825
Cardoza	12824
Andres	12821
Willingham	12818
Ragland	12816
Aiken	12812
Caron	12810
Snodgrass	12806
Gaffney	12805
Babb	12794
Denney	12792
Schofield	12790
Jauregui	12783
Main	12776
Tavares	12766
Barone	12758
Trout	12758
Rees	12754
Pedraza	12748
Crisp	12741
Gillette	12724
Stock	12722
Baggett	12717
Messina	12717
Killian	12717
Angulo	12714
Amato	12713
Wendt	12712
Parris	12710
Hammonds	12710
Steinberg	12709
Breaux	12705
East	12684
Mcarthur	12683
Grey	12680
Wisniewski	12675
Pan	12664
Guardado	12656
Benavidez	12648
Garber	12640
Lazo	12640
Lerma	12639
Alcantara	12636
Houck	12634
Seitz	12630
Schubert	12629
Munguia	12615
Reddy	12614
Huntley	12614
Wing	12614
Adcock	12599
Slade	12599
Matlock	12599
Longo	12594
Orlando	12586
Hein	12586
Trammell	12582
Guinn	12577
Will	12575
Muse	12571
Clancy	12556
Caraballo	12546
Baugh	12543
Crawley	12523
Wheatley	12520
Linn	12508
Shockley	12504
Chisholm	12503
Dong	12466
Mccurdy	12463
Bertrand	12461
Spann	12457
Preciado	12455
Cooney	12455
Berrios	12451
Zelaya	12448
Jaeger	12436
Smalls	12435
Clevenger	12428
Durant	12428
Bollinger	12425
Armendariz	12423
Denson	12419
Mixon	12394
Geary	12382
Montiel	12376
Santamaria	12375
Mcafee	12371
Donald	12367
Foust	12366
Sisk	12365
Rockwell	12360
Ferraro	12355
Still	12354
Casper	12351
Cintron	12349
Overstreet	12342
Borges	12337
Concepcion	12332
Lemons	12322
Matson	12320
Brinson	12303
Shelby	12303
Ralston	12302
Altamirano	12296
Swann	12293
Alicea	12287
Broughton	12273
Oglesby	12271
Caceres	12269
Braxton	12268
Ashton	12263
Lomeli	12263
Begum	12255
Scarborough	12252
Dewey	12249
Alfonso	12246
Duggan	12237
Nadeau	12236
Churchill	12235
Loya	12232
Ragsdale	12227
Mace	12222
Brubaker	12218
Riggins	12218
Curley	12211
Graber	12204
Mccrary	12204
Farnsworth	12203
Herrick	12202
Oates	12202
Nunes	12191
Harley	12186
Robert	12181
Talbert	12181
Hopson	12180
Waterman	12177
Gao	12172
Lantz	12169
Hamrick	12168
Cornwell	12168
Nye	12167
Reis	12165
Birch	12161
Milner	12153
Slone	12142
Spurlock	12141
Tolliver	12128
Almonte	12128
Razo	12125
Masterson	12117
Porras	12106
Moulton	12104
Monk	12103
Pence	12101
Hatton	12090
Rust	12086
Duckworth	12080
Frantz	12079
Oreilly	12074
Bundy	12065
Bethea	12061
Reinhardt	12057
Sam	12053
Guo	12048
Littlejohn	12047
Carlin	12035
Kimbrough	12034
Low	12032
Stoll	12032
Landrum	12026
Champagne	12023
Forte	12023
Dyson	12017
Jett	12008
Bach	11999
Streeter	11988
Christman	11987
Brink	11982
Herr	11980
Falk	11979
Beverly	11978
Wylie	11975
Fallon	11974
Billingsley	11973
Stack	11967
Chowdhury	11961
Pascual	11959
Qualls	11958
Persaud	11956
Christianson	11951
Fortner	11951
Gilman	11946
Cecil	11941
France	11937
Turpin	11937
Greenfield	11922
Mize	11908
Selby	11908
Cotter	11904
New	11903
Fontaine	11901
Valladares	11901
Edgar	11895
Forman	11894
Hannon	11893
Reedy	11884
Galvin	11882
Doughty	11880
Fraley	11876
Beckwith	11876
Allan	11867
Beauchamp	11865
Viera	11861
Moffett	11853
Stuckey	11846
Brumfield	11842
Lankford	11834
Cyr	11829
Bolanos	11829
Shanks	11822
Osullivan	11818
Delvalle	11816
Hite	11810
Arenas	11809
Tomlin	11797
Cardwell	11791
Milam	11787
Bowie	11786
Halverson	11781
Speer	11770
Amaro	11769
Mcmillian	11765
Ponder	11764
Beckett	11763
Applegate	11762
Larue	11757
Hudgins	11755
Paxton	11754
Martins	11751
Fortune	11748
Bair	11740
Dorman	11739
Neville	11739
Rains	11737
Smalley	11737
Lamar	11733
Holton	11731
Patten	11730
Harlow	11726
Vue	11717
Marx	11716
Sommers	11706
Kolb	11705
Morrell	11700
Havens	11699
Brice	11697
Finnegan	11695
Soares	11694
Godoy	11690
Carl	11689
Hildebrand	11687
Merino	11684
Rawls	11679
Rao	11672
Mello	11670
Blakely	11669
Mcalister	11665
Lyman	11664
Harkins	11662
Sommer	11662
Mchenry	11660
Cason	11657
Faulk	11656
Wharton	11656
Bigelow	11650
Helm	11649
Bull	11646
Dockery	11644
Thai	11644
Matias	11635
Boland	11631
Spain	11628
Jain	11626
Cowart	11621
Brothers	11619
Fine	11618
Alcaraz	11616
Pulliam	11613
Benner	11612
Scanlon	11610
Nolasco	11609
Menendez	11609
Wallis	11594
Jacobo	11590
Branson	11587
Simpkins	11585
Ramon	11582
Whatley	11579
Lewandowski	11577
Quinonez	11576
Cepeda	11572
Watters	11569
Botello	11569
Barclay	11568
Grissom	11563
Cadena	11560
Canfield	11560
Edge	11556
Cota	11554
Perrin	11550
Mcadams	11547
Haro	11547
Keeler	11546
Perea	11546
Menard	11543
Ricci	11534
Burkholder	11532
Poindexter	11531
Coyne	11525
Shackelford	11525
Ellington	11522
Krieger	11521
Ridley	11521
Troutman	11519
Tello	11512
Nielson	11511
Cary	11506
Irby	11506
Ruelas	11505
Grigsby	11501
Paulino	11500
Maciel	11500
Steffen	11494
Blalock	11493
Levesque	11490
Forsythe	11489
Newby	11483
Lor	11479
Sample	11471
Barbee	11470
Butterfield	11468
Franz	11462
Keane	11459
Gooch	11453
Baumgartner	11448
Devore	11445
Hyman	11436
Wenzel	11432
Janssen	11423
Lauer	11414
Gresham	11412
Fennell	11410
Vest	11405
Schmid	11400
Grogan	11400
Rupp	11399
Corrigan	11396
Breeden	11395
Gossett	11389
Causey	11387
Waugh	11387
Roush	11386
Zamudio	11384
Mancini	11382
Withers	11381
Sisson	11380
Pepper	11374
Choate	11372
Tolentino	11371
Whelan	11363
Yan	11354
Mcneely	11350
Corrales	11348
Murrell	11347
Brownlee	11344
Fultz	11342
Harlan	11339
Lindquist	11337
Gooden	11335
Whiteside	11334
Gardiner	11331
Rodas	11327
Haggerty	11320
Shuler	11315
Garvey	11307
Cardoso	11304
Carman	11302
Nettles	11302
Burdette	11284
Villagomez	11282
Apodaca	11280
Royer	11279
Colby	11278
Daily	11276
Hammons	11273
Pemberton	11272
Wellman	11260
Montague	11258
Gaspar	11251
Paulsen	11243
Harwood	11238
Castellano	11238
Victor	11234
Stanfield	11229
Bronson	11229
Ruvalcaba	11220
Newsom	11218
Shipp	11217
Wren	11211
Dao	11211
Sage	11207
Brockman	11204
Nino	11202
Parent	11193
Lenz	11191
Keck	11186
Houghton	11184
Noe	11182
Bunn	11180
South	11178
Kopp	11175
Snowden	11171
Martell	11158
Bruns	11158
Boyles	11156
Camarena	11154
Moe	11150
Herzog	11146
Kiefer	11141
Clary	11139
Ayres	11139
Amin	11137
Warden	11135
Muir	11130
Samson	11123
Ezell	11121
Switzer	11114
Pardo	11104
Mullin	11103
Eller	11103
Infante	11102
Kroll	11098
Rivero	11096
Sauceda	11093
Zielinski	11087
Jeffrey	11085
Ragan	11081
Bostic	11079
Krebs	11067
Camarillo	11066
Urena	11066
Peek	11062
Seeley	11061
Strand	11051
Wyman	11051
Grooms	11045
Beers	11043
Barba	11043
Freitas	11041
Byrnes	11039
Ness	11037
Estevez	11032
Alanis	11029
Morley	11028
Keefe	11028
Llamas	11028
Brackett	11027
Lively	11026
Leahy	11014
Sell	11014
Mortensen	11013
Domingo	11012
Fanning	11007
Palumbo	11005
Hartmann	11000
Dial	10997
Pino	10993
Needham	10983
Wheat	10979
Tsai	10968
Nagle	10963
Sifuentes	10954
Hamel	10944
Landeros	10934
Massie	10920
Pedroza	10918
Morey	10894
Larios	10887
Dees	10887
Brant	10886
Carvalho	10877
Miguel	10861
Agee	10857
Elrod	10851
Mclemore	10850
Kuntz	10848
Pak	10846
Otoole	10842
Hardwick	10841
Skidmore	10841
Seibert	10826
Worrell	10821
Briseno	10821
Nolen	10820
Hardesty	10817
Pauley	10809
Haddad	10804
Reiter	10802
Dunaway	10798
Van	10798
Robins	10797
Laney	10796
Custer	10790
Gaither	10790
Vicente	10789
Wolford	10789
Danner	10786
Gatlin	10785
Dunning	10784
Salcido	10776
Wilde	10766
Somers	10762
Delagarza	10759
Plunkett	10758
Mccloskey	10756
Mendiola	10752
Medlin	10750
Millan	10733
Boehm	10730
Marr	10724
Drury	10721
Lennon	10720
March	10719
Horan	10711
Christenson	10707
Arana	10698
Jose	10697
Beaulieu	10695
Bone	10692
Feng	10687
Eng	10682
Farrow	10672
Islam	10670
Stowe	10668
Olguin	10660
Younger	10658
Toro	10650
Kitchens	10647
Libby	10631
Clawson	10631
Crider	10621
Newkirk	10620
Malcolm	10618
Montenegro	10606
Gulley	10605
Maples	10603
Galarza	10601
Wenger	10596
Zeller	10595
Carbone	10591
Maxey	10584
Narvaez	10579
Peng	10575
Pichardo	10572
Stepp	10571
Florez	10570
Terrazas	10569
Ahn	10567
Mcintire	10566
Pullen	10565
Phelan	10562
Parry	10555
Charlton	10555
Vail	10554
Schrock	10549
Hiller	10546
Iglesias	10546
Bayer	10544
Sager	10541
Kinder	10539
Koontz	10538
Cedillo	10538
Villatoro	10535
Oshea	10531
Kimmel	10528
Conti	10526
Turley	10524
Behrens	10524
Acker	10519
Crist	10518
Kemper	10518
Currier	10513
Broderick	10504
Waldrop	10503
Lemke	10501
Snead	10500
Seifert	10499
Ratcliff	10497
Ingle	10497
Flannery	10497
Olivo	10483
Winchester	10480
Judge	10453
Serrato	10449
Ambriz	10445
Gandy	10444
Sales	10439
Fogle	10434
Paez	10433
Jin	10432
Brinkman	10432
Conde	10430
Monson	10425
Etheridge	10420
Vieira	10420
Griswold	10417
Gaskins	10414
Mcclanahan	10407
Westmoreland	10399
Seward	10399
Chao	10398
Rand	10397
Poston	10396
Anglin	10396
Severson	10391
Windham	10390
Comstock	10390
Hubert	10380
Grantham	10379
Fugate	10375
Noll	10374
Lafferty	10373
Mcmillen	10371
Garnett	10370
Healey	10370
Burge	10364
Aldana	10362
Kozlowski	10358
Keegan	10354
Turk	10354
Tom	10350
Reichert	10345
Deguzman	10341
Paniagua	10340
Dupont	10339
Skipper	10338
Venable	10333
Higgs	10333
Karr	10324
Bagwell	10324
Wicker	10321
Liles	10317
Fang	10316
Carrion	10316
Maya	10313
Ferry	10312
Marvin	10310
Quinlan	10302
Minter	10301
Cosby	10300
Barksdale	10294
Tisdale	10293
Meador	10292
Sikes	10280
Hanlon	10278
Easton	10276
Peyton	10276
Rojo	10275
Motley	10274
Ballesteros	10261
Lindley	10260
Caputo	10257
Steed	10250
Penny	10249
Luciano	10247
Hiatt	10247
Israel	10245
Crooks	10244
Searcy	10243
Logsdon	10242
Culbertson	10240
Glaser	10235
Weems	10231
Mccallum	10229
Neil	10228
Leger	10221
Wayne	10215
Leigh	10213
Mendenhall	10213
Hollins	10213
Dorn	10206
Tavarez	10201
Sowers	10198
Andrus	10197
Glick	10196
Everhart	10186
Deluna	10182
Ahrens	10182
Chapin	10175
Hodgson	10173
Niles	10173
Lanham	10170
Mendes	10162
Weiler	10160
Lindberg	10149
Valdovinos	10147
Murry	10140
Colwell	10140
Earley	10140
Culpepper	10135
Broome	10133
Shore	10130
Barreto	10127
Correia	10126
Mcduffie	10125
Betz	10120
Alderman	10119
Tice	10118
Desantis	10117
Ashworth	10116
Tafoya	10114
Pfeifer	10109
Boudreau	10103
Mattox	10099
Dexter	10099
Isom	10099
Box	10098
Montez	10097
Martens	10096
Son	10094
Joshi	10089
Moffitt	10070
Schweitzer	10068
Kasper	10064
Caro	10064
Vines	10061
Dehart	10058
Perdomo	10058
Eggleston	10057
Shi	10055
Bills	10051
Allard	10047
Kirchner	10044
